,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
18318,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,1.0,1.0,-1.0,-1.0,-2.0,0.0,0.0
18319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
18320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,2.0,-2.0,1.0,0.0,1.0,-1.0,0.0
18321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
18322,9.0,2.0,0.0,0.0,0.0,-4.0,-5.0,-4.0,-8.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,-2.0,3.0,8.0
18323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.0,0.0,-1.0,-2.0,0.0,0.0
18326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,1.0,-1.0,5.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,1.0
18327,5.0,1.0,1.0,1.0,0.0,-2.0,-3.0,-9.0,-3.0,-1.0,-3.0,3.0,0.0,5.0,-2.0,-4.0,-2.0,-2.0,11.0,2.0,-1.0,-3.0,3.0,2.0
18329,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,-1.0,0.0,1.0,-1.0,0.0
18331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0
18333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,-13.0,1.0,-2.0,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
18334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
18335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
18336,0.0,1.0,-1.0,0.0,0.0,-6.0,-3.0,-3.0,-2.0,0.0,-1.0,-2.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,8.0,-3.0,1.0,0.0,0.0
18337,1.0,1.0,0.0,-1.0,0.0,-1.0,5.0,-8.0,-7.0,0.0,1.0,4.0,1.0,-2.0,-3.0,2.0,0.0,4.0,7.0,-2.0,3.0,-1.0,-1.0,-2.0
18338,-6.0,0.0,-2.0,0.0,0.0,-4.0,-1.0,-3.0,-3.0,-1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,-2.0,4.0,-1.0,2.0,1.0,6.0,3.0
18339,0.0,3.0,-2.0,-1.0,0.0,-1.0,-6.0,-4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,8.0,6.0,0.0,-4.0,-1.0,-2.0,-6.0,5.0
18340,-3.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,2.0,-2.0,-1.0,0.0,2.0,-1.0,1.0,0.0,1.0,1.0,3.0,-1.0,2.0,1.0,1.0
18341,0.0,-1.0,0.0,0.0,0.0,-1.0,10.0,0.0,-2.0,-6.0,-1.0,0.0,0.0,0.0,5.0,-3.0,0.0,-3.0,2.0,-1.0,0.0,1.0,2.0,-1.0
18342,2.0,5.0,1.0,1.0,-1.0,-7.0,-9.0,-7.0,-5.0,-1.0,-1.0,3.0,-1.0,2.0,2.0,-4.0,4.0,2.0,-2.0,1.0,3.0,8.0,6.0,-1.0
18343,0.0,1.0,0.0,-1.0,0.0,-1.0,-6.0,-2.0,-1.0,1.0,2.0,-1.0,2.0,-3.0,2.0,-1.0,5.0,-3.0,3.0,-2.0,2.0,2.0,0.0,1.0
18344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
18345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
18346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0
18347,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
18348,0.0,0.0,0.0,1.0,0.0,-2.0,-1.0,-3.0,0.0,2.0,0.0,2.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,2.0,1.0,-1.0,0.0
18349,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,-4.0,-2.0,-1.0,2.0,-1.0,0.0,1.0,-2.0,-1.0,0.0,-3.0,2.0,-1.0,-3.0,0.0
18350,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-2.0,0.0,2.0,0.0,-1.0,3.0,0.0,0.0,1.0
18351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-3.0,-1.0,1.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0
18352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
18354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,3.0,0.0,-2.0,1.0,-1.0,1.0,-2.0,0.0
18355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18358,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,4.0,1.0,5.0,2.0,1.0,3.0,-2.0,3.0,-6.0,0.0,-8.0,-1.0,-1.0,-2.0,-2.0,1.0,1.0
18359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0
18362,1.0,2.0,0.0,0.0,0.0,-6.0,-1.0,-2.0,-1.0,0.0,-2.0,-2.0,-1.0,1.0,-2.0,-2.0,3.0,-1.0,0.0,1.0,-4.0,4.0,3.0,4.0
18364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18367,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,1.0,1.0,1.0,2.0,-2.0,-3.0,-4.0,-10.0,1.0,1.0,-3.0,0.0,0.0,1.0
18369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18377,-1.0,1.0,0.0,0.0,0.0,2.0,15.0,-15.0,14.0,4.0,-2.0,7.0,-6.0,-4.0,-2.0,-3.0,-4.0,-7.0,0.0,0.0,-1.0,2.0,-3.0,3.0
18530,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,1.0,-1.0,0.0,2.0,-2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0
18531,-1.0,1.0,1.0,0.0,-2.0,0.0,3.0,5.0,1.0,0.0,-2.0,0.0,1.0,-3.0,-1.0,0.0,0.0,-3.0,-2.0,3.0,-1.0,1.0,0.0,-2.0
18532,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
18544,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,-2.0,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,1.0,0.0
18549,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-1.0,-1.0,0.0,0.0,1.0,-3.0,2.0,0.0,1.0,0.0,0.0,-1.0,-1.0
18553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,1.0,0.0,0.0,1.0,0.0
18572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
18574,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
18575,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-2.0,-1.0,2.0,3.0,-2.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,6.0,-1.0
18576,-2.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-1.0,1.0,1.0,4.0,-1.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,-1.0,-4.0,-2.0,-2.0
18577,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0
18578,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,-3.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0
18579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
18580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,8.0,-1.0,0.0,0.0,0.0,0.0,1.0
18581,-3.0,2.0,0.0,0.0,0.0,2.0,2.0,25.0,41.0,-1.0,-3.0,-11.0,-2.0,-9.0,1.0,-9.0,-10.0,-13.0,-5.0,-1.0,-3.0,-2.0,0.0,-1.0
18582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0
18594,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,2.0,1.0,-1.0,0.0
18595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
18596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18597,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,2.0,2.0,4.0,-5.0,-2.0,2.0,1.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-2.0
18598,-1.0,1.0,1.0,0.0,-1.0,-1.0,-5.0,-4.0,-5.0,-4.0,-2.0,2.0,1.0,-3.0,0.0,-2.0,1.0,5.0,0.0,3.0,4.0,0.0,0.0,9.0
18599,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,-4.0,-3.0,-2.0,0.0,2.0,1.0,0.0
18601,5.0,0.0,1.0,1.0,-1.0,-1.0,-6.0,-2.0,4.0,-10.0,0.0,-1.0,0.0,2.0,0.0,-4.0,-1.0,1.0,4.0,-1.0,4.0,3.0,0.0,1.0
18602,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-7.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,6.0,-5.0,-1.0,-3.0,0.0,1.0,1.0
18603,-1.0,0.0,-1.0,0.0,0.0,-3.0,-15.0,-18.0,-10.0,-4.0,1.0,2.0,1.0,-2.0,-2.0,8.0,4.0,2.0,0.0,-1.0,11.0,14.0,10.0,4.0
18604,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0
18605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,1.0,4.0,1.0,0.0,-2.0,-2.0,2.0,-1.0,0.0,1.0,1.0,0.0,0.0
18609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
18610,1.0,0.0,1.0,0.0,0.0,0.0,-3.0,-6.0,-4.0,0.0,-1.0,7.0,-1.0,3.0,2.0,3.0,1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,0.0
18611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0
18612,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0
18613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0
18614,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-1.0,-2.0,0.0,-2.0,1.0,2.0,0.0,2.0,-1.0,1.0,-3.0,0.0,4.0,1.0,0.0
18615,1.0,0.0,-3.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,-1.0,0.0,-3.0
18616,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,4.0,-3.0,2.0,-3.0,4.0,-1.0,0.0,1.0,1.0,-1.0,2.0
18617,3.0,0.0,0.0,1.0,-1.0,-3.0,-10.0,-5.0,-4.0,1.0,0.0,-2.0,1.0,6.0,-1.0,6.0,4.0,-5.0,3.0,-1.0,2.0,2.0,3.0,0.0
18618,1.0,1.0,-1.0,0.0,1.0,0.0,-6.0,-1.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,3.0,-2.0,5.0,-2.0,-3.0,6.0,0.0,-3.0,1.0
18619,3.0,-3.0,-2.0,0.0,0.0,2.0,-4.0,1.0,13.0,0.0,12.0,-10.0,-6.0,-1.0,-1.0,-5.0,-3.0,2.0,1.0,-2.0,1.0,0.0,-1.0,3.0
18620,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,3.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-1.0,5.0,-3.0,3.0,-5.0,1.0,-1.0
18621,1.0,3.0,1.0,1.0,0.0,-5.0,0.0,-6.0,9.0,-1.0,6.0,-6.0,4.0,-2.0,-1.0,4.0,7.0,-8.0,-1.0,-3.0,9.0,-6.0,-4.0,-2.0
18623,-1.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-3.0,2.0,-4.0,-1.0,-3.0,2.0,2.0,-3.0,-2.0,1.0,3.0,-3.0,3.0,1.0,1.0,2.0,3.0
18624,1.0,0.0,1.0,0.0,0.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,4.0,0.0,-2.0,0.0,1.0
18625,15.0,4.0,0.0,0.0,1.0,-2.0,-6.0,-6.0,-11.0,-12.0,-5.0,-3.0,-1.0,1.0,1.0,0.0,2.0,-2.0,3.0,9.0,10.0,1.0,3.0,-1.0
18626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
18627,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,2.0,-3.0,0.0,0.0,0.0,-1.0,0.0,1.0,5.0,5.0,1.0,0.0,-2.0,-1.0,0.0
18628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,-1.0,0.0,0.0,-1.0,-2.0,0.0
18630,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,-1.0,2.0,0.0,-1.0,1.0,-1.0,3.0,0.0,-2.0,-3.0,2.0,1.0,0.0,-1.0
18631,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,4.0,3.0,1.0,2.0,-3.0,-4.0,2.0,-2.0,-1.0,0.0,1.0,1.0,1.0,-2.0
18632,-8.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.0,-1.0,2.0,-1.0,2.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,-2.0
18633,-6.0,3.0,1.0,0.0,0.0,-3.0,-7.0,-5.0,-6.0,-2.0,0.0,7.0,10.0,4.0,-10.0,3.0,0.0,0.0,2.0,-3.0,23.0,-13.0,6.0,-5.0
18634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0
18635,0.0,-2.0,-1.0,0.0,-2.0,1.0,7.0,12.0,1.0,55.0,4.0,-3.0,2.0,-4.0,-8.0,-17.0,-7.0,-3.0,-7.0,-7.0,-7.0,-3.0,0.0,-6.0
18638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.0,2.0,-1.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,0.0,0.0
18639,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,-5.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0
18641,0.0,1.0,0.0,0.0,0.0,-4.0,-3.0,-2.0,-4.0,3.0,-2.0,1.0,-2.0,0.0,0.0,4.0,0.0,-2.0,1.0,0.0,7.0,2.0,0.0,0.0
18642,0.0,-1.0,1.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,2.0,0.0,0.0,0.0,2.0,0.0,-3.0,-2.0,1.0,-2.0,2.0,4.0,1.0,2.0
18643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
18645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
18646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
18649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18650,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18665,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-5.0,-2.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,3.0,4.0,1.0,-1.0,0.0,0.0
18797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
18799,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.0,1.0,0.0,-1.0,0.0,-2.0,2.0,1.0,2.0,2.0,0.0,-2.0,0.0,1.0,3.0,0.0,-2.0
18801,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,-1.0,0.0,-1.0
18802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,-3.0,-1.0,1.0,0.0,1.0,2.0,-4.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0
18805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18806,-3.0,-1.0,0.0,-2.0,3.0,-3.0,-6.0,-5.0,-7.0,4.0,-2.0,15.0,8.0,4.0,4.0,0.0,-1.0,-1.0,-8.0,4.0,0.0,-2.0,1.0,0.0
18807,9.0,1.0,2.0,2.0,1.0,-2.0,-11.0,-5.0,-6.0,-3.0,-2.0,-3.0,0.0,0.0,-3.0,3.0,-2.0,6.0,8.0,-5.0,-1.0,3.0,7.0,0.0
18808,-1.0,-1.0,0.0,0.0,0.0,-1.0,-6.0,-8.0,-3.0,0.0,-1.0,-1.0,2.0,2.0,1.0,1.0,3.0,9.0,3.0,-4.0,3.0,3.0,1.0,-2.0
18809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,4.0,2.0,7.0,-3.0,-2.0,-3.0,0.0,-1.0,0.0,0.0,0.0
18810,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,-3.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,2.0,0.0,1.0,1.0,-2.0
18811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0
18812,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-7.0,-1.0,-3.0,-1.0,2.0,0.0,0.0,-1.0,6.0,-1.0,0.0,-3.0,0.0,1.0,1.0,7.0,1.0
18813,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,6.0,4.0,-1.0,3.0,-1.0,3.0,7.0,-4.0,-8.0,-5.0,0.0,-2.0,0.0,0.0,-2.0,0.0
18814,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,2.0,6.0,2.0,5.0,-1.0,-6.0,-1.0,0.0,-1.0,-3.0,-1.0,0.0,0.0,-1.0
18815,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0
18817,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
18818,0.0,-1.0,-1.0,0.0,0.0,0.0,-3.0,-5.0,-3.0,-1.0,-2.0,-1.0,0.0,6.0,2.0,0.0,2.0,3.0,6.0,-1.0,-2.0,1.0,1.0,-1.0
18819,-1.0,0.0,0.0,-1.0,0.0,0.0,-4.0,-5.0,-7.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,2.0,6.0,4.0,-2.0,3.0,6.0,3.0
18821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18825,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,-3.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,3.0,0.0,1.0,2.0,2.0
18826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18827,-1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0
18828,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,2.0,-2.0,0.0,2.0,1.0,1.0,0.0,-3.0,0.0,1.0,0.0,1.0,-1.0,0.0
